#,Name,Team,ESPN,Y!,$,G,GS,QS,TBF,IP,W,L,SV,HLD,H,ER,K,BB,HBP,HR,ERA,SIERA,WHIP,GB%,LD%,FB%,BABIP,Own%,RazzID
1,Tarik Skubal,DET,SP,SP,41.7,24,24,15,547,137.4,9,5,0,0,105,43,165,31,5,13,2.79,2.64,0.99,43,19,38,0.277,100,669373
2,Paul Skenes,PIT,SP,SP,37.7,24,24,15,545,135.0,9,6,0,0,101,43,162,37,5,12,2.84,2.59,1.02,43,19,38,0.277,100,694973
3,Mason Miller,SD,RP,RP,27.1,52,0,0,205,51.6,3,2,24,0,29,13,86,20,2,4,2.23,1.89,0.95,38,19,44,0.260,100,695243
4,Jacob deGrom,TEX,SP,SP,26.9,22,22,12,497,122.1,8,6,0,0,96,45,146,30,4,16,3.35,2.96,1.03,36,19,45,0.263,100,10954
5,Cristopher Sanchez,PHI,SP,SP,26.0,24,24,15,568,138.5,10,6,0,0,126,47,137,38,5,12,3.08,3.18,1.18,54,20,26,0.303,100,650911
6,Chris Sale,ATL,SP,SP,25.2,22,22,12,475,116.6,8,5,0,0,93,41,143,33,6,12,3.18,3.03,1.08,41,19,40,0.287,100,10603
7,Jesus Luzardo,PHI,SP,SP,24.7,24,24,14,563,136.1,9,6,0,0,118,51,151,44,4,16,3.39,3.51,1.18,41,19,40,0.291,100,666200
8,Cade Smith,CLE,RP,RP,24.0,51,0,0,208,50.8,3,2,24,0,39,17,64,17,2,5,3.04,3.02,1.11,39,20,42,0.282,100,671922
9,Andres Munoz,SEA,RP,RP,23.7,51,0,0,214,50.8,3,2,24,0,38,18,67,22,2,4,3.12,2.97,1.19,46,19,34,0.281,100,662253
10,Devin Williams,NYM,RP,RP,23.3,51,0,0,214,51.2,3,2,24,0,39,18,66,24,2,4,3.19,3.26,1.24,43,20,37,0.294,100,642207
11,David Bednar,NYY,RP,RP,22.2,47,0,0,177,42.7,2,2,24,0,34,15,51,16,2,5,3.25,3.24,1.16,39,19,41,0.278,100,670280
12,Jhoan Duran,PHI,RP,RP,22.1,41,0,0,152,37.3,2,2,24,0,29,11,45,13,2,3,2.73,2.76,1.12,54,19,27,0.293,100,661395
13,Logan Gilbert,SEA,SP,SP,21.8,23,23,12,521,126.0,9,6,0,0,109,51,138,31,5,16,3.67,3.32,1.11,39,19,41,0.275,100,669302
14,Yoshinobu Yamamoto,LAD,SP,SP,21.4,23,23,13,525,126.5,9,5,0,0,109,48,131,40,4,13,3.41,3.20,1.18,48,20,32,0.282,100,808967
15,Garrett Crochet,BOS,SP,SP,21.0,19,19,12,434,108.1,7,5,0,0,85,35,131,31,4,11,2.95,3.00,1.07,43,19,38,0.291,100,676979
16,Zack Wheeler,PHI,SP,SP,20.7,21,21,12,461,112.8,8,5,0,0,91,40,127,31,5,12,3.18,3.09,1.08,41,19,39,0.275,100,10310
17,Logan Webb,SF,SP,SP,20.7,24,24,15,611,145.8,10,7,0,0,142,55,134,38,5,11,3.38,3.30,1.24,54,20,26,0.314,100,657277
18,Joe Ryan,MIN,SP,SP,20.1,23,23,12,528,128.2,8,6,0,0,108,53,140,34,6,17,3.74,3.52,1.10,33,20,47,0.272,100,657746
19,Bryan Woo,SEA,SP,SP,20.1,24,24,13,573,137.4,9,6,0,0,124,61,134,32,6,19,3.97,3.64,1.14,38,20,42,0.269,100,693433
20,Max Fried,NYY,SP,SP,19.6,23,23,13,549,131.1,9,5,0,0,118,49,124,40,5,13,3.34,3.37,1.21,50,20,30,0.285,100,608331
21,Cole Ragans,KC,SP,SP,19.4,22,22,12,487,117.7,7,5,0,0,90,42,145,49,4,13,3.22,3.39,1.18,38,19,43,0.281,100,666142
22,Dylan Cease,TOR,SP,SP,19.3,23,23,12,512,121.9,8,5,0,0,99,47,150,49,4,13,3.44,3.38,1.21,39,19,42,0.284,100,656302
23,George Kirby,SEA,SP,SP,19.1,24,24,13,563,135.0,9,6,0,0,129,56,130,29,6,16,3.76,3.52,1.17,43,20,37,0.288,100,669923
24,Aroldis Chapman,BOS,RP,RP,18.6,51,0,0,190,46.1,3,2,20,1,31,15,64,22,2,4,2.85,3.00,1.15,39,19,42,0.273,100,10233
25,Framber Valdez,DET,SP,SP,18.3,24,24,14,608,144.6,10,7,0,0,131,57,131,51,6,12,3.54,3.38,1.26,55,20,25,0.295,100,664285
26,Freddy Peralta,NYM,SP,SP,18.0,24,24,13,568,133.7,9,6,0,0,111,58,147,53,6,17,3.88,3.69,1.23,38,20,43,0.271,100,642547
27,Shota Imanaga,CHC,SP,SP,17.8,24,24,13,566,136.1,9,6,0,0,123,61,128,32,4,21,4.00,3.84,1.14,33,20,47,0.267,100,684007
28,Daniel Palencia,CHC,RP,RP,17.0,51,0,0,217,51.2,3,2,20,9,42,21,58,23,2,5,3.67,3.64,1.26,39,19,42,0.279,100,694037
29,Tyler Glasnow,LAD,SP,SP,16.8,19,19,11,437,105.6,8,4,0,0,81,40,127,40,3,12,3.40,3.03,1.15,44,19,37,0.269,100,14374
30,Kevin Gausman,TOR,SP,SP,15.7,24,24,13,576,136.1,9,7,0,0,123,60,136,42,3,18,3.95,3.64,1.21,38,20,43,0.276,100,14107
31,Spencer Strider,ATL,SP,SP,15.0,22,22,11,500,118.8,8,5,0,0,98,51,140,47,5,15,3.82,3.69,1.22,35,19,46,0.280,100,675911
32,Nathan Eovaldi,TEX,SP,SP,14.0,22,22,12,507,122.1,8,6,0,0,111,49,120,33,5,14,3.60,3.44,1.18,46,20,34,0.285,100,9132
33,Nolan McLean,NYM,SP,SP,13.9,23,23,13,537,126.5,9,6,0,0,112,50,131,50,7,12,3.57,3.56,1.28,50,21,29,0.295,100,690997
34,Shohei Ohtani,LAD,SP,SP,13.6,19,19,10,401,97.9,7,4,0,0,78,35,114,32,4,11,3.24,3.14,1.12,42,19,39,0.278,100,660271
35,Michael King,SD,SP,SP,13.2,25,25,13,563,132.3,8,7,0,0,116,57,139,51,6,16,3.85,3.78,1.27,41,20,39,0.281,100,650633
36,MacKenzie Gore,TEX,SP,SP,12.9,24,24,12,535,126.4,8,6,0,0,108,52,147,53,5,16,3.73,3.79,1.27,39,19,42,0.291,99,669022
37,Luis Castillo,SEA,SP,SP,12.8,24,24,13,597,139.8,9,7,0,0,134,64,133,43,6,19,4.15,4.03,1.27,40,20,41,0.285,91,15689
38,Hunter Brown,HOU,SP,SP,12.4,20,20,11,469,112.0,7,5,0,0,96,44,126,41,4,12,3.53,3.43,1.22,47,19,34,0.286,100,686613
39,Edwin Diaz,LAD,RP,RP,12.2,28,0,0,116,28.3,2,1,17,0,20,9,39,11,2,3,3.00,2.84,1.11,41,19,40,0.278,35,14710
40,Josh Hader,HOU,RP,RP,11.8,35,0,0,146,35.3,2,2,16,3,24,13,49,15,1,4,3.26,3.13,1.11,30,20,51,0.251,100,14212
41,Emilio Pagan,CIN,RP,RP,11.5,51,0,0,217,51.2,3,3,16,5,43,23,54,20,2,8,4.01,4.11,1.23,30,20,50,0.259,100,641941
42,Raisel Iglesias,ATL,RP,RP,11.4,41,0,0,171,40.9,2,2,16,4,34,16,45,13,2,5,3.58,3.36,1.14,36,20,45,0.273,100,17130
43,Ryan Helsley,BAL,RP,RP,11.4,40,0,0,165,39.5,2,2,16,0,31,14,47,17,1,4,3.26,3.32,1.21,40,19,41,0.283,100,664854
44,Bryan Baker,TB,RP,RP,11.1,52,0,0,217,51.6,3,3,15,5,42,21,59,20,2,6,3.61,3.53,1.21,38,20,43,0.272,100,641329
45,Kenley Jansen,DET,RP,RP,11.0,45,0,0,189,44.5,2,2,16,4,35,20,47,18,2,6,4.10,3.75,1.20,29,20,52,0.251,100,3096
46,Emmet Sheehan,LAD,SP,SP,10.9,21,21,10,445,106.6,7,4,0,0,89,44,119,38,5,15,3.73,3.63,1.19,37,19,44,0.272,100,686218
47,Matthew Boyd,CHC,SP,SP,10.2,23,23,12,521,124.2,8,6,0,0,115,53,118,39,5,16,3.81,4.00,1.24,37,20,43,0.287,100,15440
48,Pete Fairbanks,MIA,RP,RP,9.4,37,0,0,155,37.2,2,2,15,4,31,15,40,14,1,4,3.54,3.48,1.20,40,19,41,0.280,98,664126
49,Aaron Nola,PHI,SP,SP,9.3,23,23,12,522,124.2,8,6,0,0,119,54,121,35,4,17,3.89,3.97,1.24,42,20,38,0.294,89,16149
50,Carlos Rodon,NYY,SP,SP,9.1,20,20,10,476,111.7,8,5,0,0,94,49,121,43,5,15,3.95,3.79,1.22,37,20,44,0.265,100,16137
51,Chase Burns,CIN,SP,SP,9.1,21,21,11,438,106.6,6,5,0,0,93,40,120,36,3,13,3.39,3.64,1.20,43,21,37,0.295,100,695505
52,Ranger Suarez,BOS,SP,SP,9.0,23,23,13,540,128.8,8,6,0,0,125,51,114,40,4,13,3.55,3.94,1.28,47,20,33,0.305,100,624133
53,David Peterson,NYM,SP,SP,8.7,28,15,8,501,118.2,10,6,0,0,117,48,107,46,5,11,3.62,3.94,1.38,53,20,28,0.305,7,656849
54,Kyle Bradish,BAL,SP,SP,8.5,23,23,11,494,117.0,7,6,0,0,104,48,121,44,5,13,3.68,3.68,1.26,45,20,36,0.294,99,680694
55,Robbie Ray,SF,SP,SP,8.4,24,24,12,578,133.7,8,8,0,0,115,64,140,54,5,19,4.29,4.03,1.26,33,20,47,0.271,100,11486
56,Shane McClanahan,TB,SP,SP,8.2,21,21,11,436,105.1,6,5,0,0,88,41,118,36,3,12,3.51,3.37,1.18,43,19,38,0.279,100,663556
57,Jose Soriano,LAA,SP,SP,8.1,24,24,13,555,130.1,8,7,0,0,115,52,128,59,6,11,3.56,3.55,1.33,56,19,25,0.293,100,667755
58,Tanner Bibee,CLE,SP,SP,8.0,24,24,12,575,135.0,8,7,0,0,128,61,128,45,6,18,4.07,4.13,1.28,39,20,41,0.287,100,676440
59,Jeff Hoffman,TOR,RP,RP,7.6,51,0,0,192,46.1,3,2,12,11,36,17,59,18,2,5,3.29,3.27,1.17,37,20,43,0.282,68,17432
60,Drew Rasmussen,TB,SP,SP,7.5,23,23,11,485,116.0,6,6,0,0,105,48,113,32,4,13,3.72,3.38,1.18,46,20,35,0.280,100,656876
61,Cam Schlittler,NYY,SP,SP,7.5,22,22,11,478,113.4,7,5,0,0,101,47,115,42,5,13,3.71,3.82,1.26,46,21,34,0.289,100,693645
62,Jack Flaherty,DET,SP,SP,7.2,24,24,12,541,125.3,7,7,0,0,110,56,136,53,6,16,4.04,3.97,1.30,39,20,41,0.285,59,656427
63,Blake Snell,LAD,SP,SP,7.0,17,17,9,388,91.7,7,4,0,0,72,35,112,42,3,10,3.43,3.40,1.25,43,19,38,0.279,100,13543
64,Ryan Weathers,NYY,SP,SP,6.9,21,21,11,459,108.7,7,5,0,0,97,45,111,38,4,14,3.73,3.83,1.24,42,20,38,0.281,100,677960
65,Riley O’Brien,STL,RP,RP,6.8,51,0,0,216,51.2,3,2,12,5,44,19,54,21,3,4,3.34,3.43,1.27,51,20,29,0.298,100,676617
66,Gavin Williams,CLE,SP,SP,6.6,24,24,12,536,125.3,7,7,0,0,106,55,136,58,4,15,3.91,3.86,1.31,41,20,39,0.278,100,668909
67,Lucas Erceg,KC,RP,RP,6.5,51,0,0,217,51.2,3,2,12,5,44,20,52,22,3,5,3.44,3.77,1.29,46,19,34,0.294,100,668674
68,Eury Perez,MIA,SP,SP,6.5,23,23,11,496,117.3,6,7,0,0,95,53,128,45,4,16,4.08,3.81,1.19,31,19,50,0.264,100,691587
69,Seranthony Dominguez,CHW,RP,RP,6.2,51,0,0,196,46.1,2,2,12,5,36,19,53,24,2,5,3.78,3.75,1.29,39,20,42,0.269,100,622554
70,Dennis Santana,PIT,RP,RP,5.5,51,0,0,218,50.8,3,3,12,10,44,23,46,21,2,6,4.07,3.87,1.28,38,20,42,0.272,92,642701
71,Nick Lodolo,CIN,SP,SP,5.4,20,20,11,461,109.6,6,6,0,0,101,46,110,33,9,15,3.74,3.91,1.22,43,20,38,0.290,100,666157
72,Jacob Misiorowski,MIL,SP,SP,5.3,22,22,11,478,111.7,7,6,0,0,93,47,133,55,7,13,3.80,4.00,1.32,42,21,38,0.288,100,694819
73,Mitch Keller,PIT,SP,SP,4.9,24,24,12,587,137.4,8,8,0,0,133,65,117,44,8,16,4.23,4.07,1.29,43,20,38,0.295,98,656605
74,Hunter Greene,CIN,SP,SP,4.9,17,17,9,385,92.4,6,5,0,0,73,38,109,34,5,13,3.69,3.65,1.15,32,19,49,0.262,29,668881
75,Sonny Gray,BOS,SP,SP,4.6,20,20,11,442,106.0,6,6,0,0,100,42,106,30,3,12,3.59,3.74,1.23,44,20,36,0.303,99,12768
76,Zac Gallen,ARI,SP,SP,4.5,25,25,12,581,134.8,8,7,0,0,133,64,122,46,5,16,4.24,4.04,1.32,42,20,38,0.299,83,668678
77,Brandon Woodruff,MIL,SP,SP,3.9,19,19,10,430,103.1,6,5,0,0,92,45,105,30,4,15,3.95,3.85,1.18,36,20,45,0.271,95,605540
78,Bailey Ober,MIN,SP,SP,3.8,23,23,11,535,126.0,7,7,0,0,121,61,112,34,5,20,4.32,4.34,1.23,33,20,47,0.278,73,641927
79,Robert Suarez,ATL,RP,RP,3.8,51,0,0,210,50.8,3,2,9,10,42,19,55,17,2,5,3.44,3.28,1.16,41,19,40,0.280,100,663158
80,Shane Baz,BAL,SP,SP,3.5,23,23,11,531,124.2,8,6,0,0,116,58,118,48,6,17,4.17,4.16,1.32,41,20,39,0.291,98,669358
81,Michael Wacha,KC,SP,SP,3.4,24,24,12,588,138.5,8,8,0,0,137,65,113,45,5,20,4.24,4.56,1.31,37,20,43,0.289,95,14078
82,Ryan Walker,SF,RP,RP,3.3,51,0,0,215,51.2,3,2,9,11,44,19,54,18,3,5,3.41,3.40,1.21,45,20,36,0.294,90,676254
83,Paul Sewald,ARI,RP,RP,3.2,45,0,0,193,45.2,2,2,10,5,38,21,47,17,2,6,4.25,4.08,1.21,28,20,52,0.264,100,13892
84,Kris Bubic,KC,SP,SP,3.2,21,21,11,466,110.7,7,6,0,0,100,45,108,44,4,12,3.68,4.00,1.30,44,20,36,0.294,100,663460
85,Gerrit Cole,NYY,SP,SP,3.1,18,18,9,421,99.6,7,5,0,0,90,44,99,31,4,14,3.98,3.83,1.21,39,19,42,0.275,100,13125
86,Trey Yesavage,TOR,SP,SP,2.9,22,22,11,487,113.4,7,6,0,0,101,50,122,51,4,14,4.00,4.10,1.34,41,21,39,0.289,100,702056
87,Trevor Megill,MIL,RP,RP,2.8,52,0,0,215,51.6,3,2,8,15,40,20,63,20,2,6,3.52,3.28,1.18,37,19,44,0.271,89,656730
88,Tanner Scott,LAD,RP,RP,2.6,51,0,0,215,51.2,3,2,8,11,41,19,60,22,2,5,3.30,3.36,1.22,43,20,37,0.280,100,656945
89,Taj Bradley,MIN,SP,SP,2.5,23,23,11,518,121.4,7,7,0,0,111,56,119,47,4,16,4.18,4.06,1.30,39,19,42,0.284,100,671737
90,Abner Uribe,MIL,RP,RP,2.5,52,0,0,219,51.6,3,2,8,10,41,19,62,25,2,4,3.24,3.36,1.28,48,19,33,0.288,100,682842
91,Jeffrey Springs,ATH,SP,SP,2.4,24,24,11,564,131.2,8,7,0,0,127,65,115,45,4,21,4.42,4.48,1.31,36,20,44,0.279,77,605488
92,Nick Pivetta,SD,SP,SP,2.2,16,16,8,371,88.5,6,4,0,0,74,38,100,30,3,13,3.91,3.58,1.17,33,20,47,0.266,26,601713
93,Luis Severino,ATH,SP,SP,1.9,24,24,12,577,133.7,9,7,0,0,132,64,115,50,8,18,4.33,4.52,1.36,42,20,38,0.291,38,15890
94,Edward Cabrera,CHC,SP,SP,1.6,22,22,10,476,111.2,7,6,0,0,98,51,116,48,6,13,4.10,3.90,1.31,44,19,37,0.288,100,665795
95,Jameson Taillon,CHC,SP,SP,1.4,22,22,11,539,126.4,8,7,0,0,126,64,102,35,4,20,4.55,4.31,1.27,36,20,44,0.277,77,11674
96,Sandy Alcantara,MIA,SP,SP,1.2,24,24,12,571,133.7,8,8,0,0,131,62,109,43,5,15,4.18,4.02,1.30,46,20,35,0.292,100,645261
97,Shane Bieber,TOR,SP,SP,1.2,19,19,10,424,100.7,6,5,0,0,97,43,94,26,3,12,3.83,3.65,1.22,46,20,34,0.291,20,669456
98,Victor Vodnik,COL,RP,RP,1.2,51,0,0,219,50.8,3,3,9,10,48,21,47,26,2,5,3.77,4.48,1.45,47,20,34,0.316,53,680767
99,Andrew Abbott,CIN,SP,SP,1.0,24,24,12,572,133.7,8,8,0,0,132,64,117,47,4,22,4.28,4.60,1.34,35,20,45,0.284,66,671096
100,Mark Leiter Jr.,ATH,RP,RP,0.9,51,0,0,219,51.2,3,2,8,10,48,22,53,22,3,6,3.87,4.18,1.35,44,20,36,0.304,1,643410
101,Clayton Beeter,WSH,RP,RP,0.1,41,0,0,177,40.9,2,2,8,8,33,18,45,23,2,4,3.85,3.92,1.35,41,20,39,0.276,24,690925
102,Casey Mize,DET,SP,SP,-0.1,20,20,10,436,103.4,6,5,0,0,97,45,96,32,3,13,3.94,3.90,1.25,41,20,40,0.291,91,663554
103,Seth Lugo,KC,SP,SP,-0.5,23,23,11,533,124.2,7,7,0,0,122,58,107,43,5,17,4.17,4.35,1.33,41,20,39,0.292,99,12447
104,Merrill Kelly,ARI,SP,SP,-0.8,22,22,11,518,120.5,7,6,0,0,119,57,106,42,3,15,4.24,4.25,1.34,41,20,39,0.297,57,518876
105,Jack Leiter,TEX,SP,SP,-0.8,23,23,11,515,119.6,7,7,0,0,108,57,119,53,5,17,4.30,4.31,1.35,38,20,43,0.282,96,683004
106,Grant Taylor,CHW,RP,RP,-0.8,54,3,1,266,64.2,4,3,4,8,53,23,77,26,2,6,3.17,3.32,1.23,46,21,34,0.303,8,691799
107,Bryan Abreu,HOU,RP,RP,-1.0,51,0,0,214,50.8,3,2,5,11,38,19,67,25,3,5,3.34,3.47,1.25,39,20,41,0.284,15,650556
108,Kevin Kelly,TB,RP,RP,-1.0,45,0,0,191,45.2,2,2,7,14,43,19,41,13,2,5,3.84,3.72,1.25,48,20,32,0.289,0,687330
109,Ryne Nelson,ARI,SP,SP,-1.2,23,23,11,525,123.0,7,7,0,0,121,60,102,39,4,16,4.36,4.30,1.30,37,20,43,0.289,85,669194
110,Will Warren,NYY,SP,SP,-1.3,19,19,9,427,99.8,6,5,0,0,95,44,99,37,4,13,3.93,4.04,1.32,46,21,34,0.298,100,701542
111,Noah Cameron,KC,SP,SP,-1.3,23,23,12,539,126.5,8,7,0,0,127,58,104,45,5,17,4.11,4.61,1.36,42,21,37,0.299,61,702070
112,Reid Detmers,LAA,SP,SP,-1.4,20,20,10,438,103.5,6,6,0,0,93,45,109,40,5,14,3.92,4.12,1.29,39,20,42,0.291,99,672282
113,Griffin Jax,TB,RP,RP,-1.6,52,0,0,212,51.6,3,2,4,8,41,18,65,18,2,5,3.10,3.01,1.15,44,20,37,0.286,11,643377
114,Brady Singer,CIN,SP,SP,-1.8,24,24,12,555,128.8,7,8,0,0,132,61,113,43,7,19,4.24,4.46,1.36,44,20,36,0.300,26,663903
115,Chris Bassitt,BAL,SP,SP,-2.0,24,24,11,558,128.8,8,7,0,0,131,61,110,48,8,17,4.28,4.47,1.39,44,20,36,0.307,16,12304
116,Joe Musgrove,SD,SP,SP,-2.1,18,18,9,397,94.1,6,5,0,0,89,41,89,26,6,12,3.96,3.82,1.23,43,20,38,0.289,7,12970
117,Gregory Soto,PIT,RP,RP,-2.2,51,0,0,192,45.7,2,2,5,16,36,17,51,20,3,4,3.34,3.34,1.23,44,20,37,0.288,70,642397
118,Yusei Kikuchi,LAA,SP,SP,-2.3,19,19,10,441,104.5,6,6,0,0,97,47,106,41,3,15,4.03,4.24,1.32,40,20,41,0.294,13,579328
119,Jakob Junis,TEX,RP,RP,-2.3,47,0,0,201,47.4,2,2,6,14,45,22,41,14,2,6,4.14,3.93,1.25,41,20,40,0.280,34,596001
120,Hogan Harris,ATH,RP,RP,-2.3,51,0,0,221,51.2,3,2,6,15,46,23,50,26,2,6,4.08,4.35,1.39,40,20,40,0.285,2,663687
121,Joel Kuhnel,ATH,RP,RP,-2.3,45,0,0,191,44.8,2,2,7,9,47,20,31,14,2,5,4.00,4.27,1.38,53,20,27,0.302,35,669270
122,Louis Varland,TOR,RP,RP,-2.3,51,0,0,210,51.2,3,2,4,11,44,18,57,15,2,5,3.22,3.22,1.16,46,19,34,0.293,100,686973
123,Clay Holmes,NYM,SP,SP,-2.6,23,23,11,509,117.3,7,6,0,0,112,52,98,49,7,10,4.01,3.82,1.38,54,20,26,0.293,100,605280
124,Tyler Mahle,SF,SP,SP,-2.8,22,22,10,495,115.5,7,7,0,0,111,54,100,41,3,14,4.20,4.10,1.31,40,20,40,0.290,43,641816
125,Chad Patrick,MIL,SP,SP,-2.8,28,16,7,464,109.8,8,8,0,0,113,53,98,38,4,17,4.34,4.73,1.38,37,21,42,0.289,88,694477
126,Carlos Estevez,KC,RP,RP,-2.9,41,0,0,176,40.9,2,2,6,8,36,19,38,17,2,6,4.24,4.38,1.31,31,20,49,0.270,71,14542
127,Jeremiah Estrada,SD,RP,RP,-3.0,52,0,0,215,51.6,3,2,3,15,37,19,69,23,2,6,3.31,3.22,1.18,35,20,46,0.269,1,669093
128,Cade Cavalli,WSH,SP,SP,-3.0,22,22,11,471,110.2,6,6,0,0,105,47,101,41,7,11,3.87,3.97,1.32,49,20,32,0.302,99,676917
129,Garrett Cleavinger,TB,RP,RP,-3.1,52,0,0,196,46.4,2,2,4,21,36,18,59,21,3,5,3.43,3.40,1.23,40,20,40,0.274,3,664076
130,Camilo Doval,NYY,RP,RP,-3.1,51,0,0,217,51.2,3,2,4,10,41,20,59,25,2,5,3.46,3.46,1.29,48,19,32,0.285,4,666808
131,Michael Soroka,ARI,SP,SP,-3.3,28,16,7,412,96.9,5,5,0,3,88,43,98,36,7,11,4.02,3.93,1.27,41,20,39,0.296,93,647336
132,Dylan Lee,ATL,RP,RP,-3.6,51,0,0,210,50.8,3,2,3,5,41,19,58,16,1,6,3.42,3.28,1.12,36,20,44,0.270,0,669276
133,Cole Sands,MIN,RP,RP,-3.7,39,0,0,164,38.8,2,2,5,9,35,17,38,13,2,4,3.87,3.73,1.24,40,20,41,0.284,5,663485
134,Kirby Yates,LAA,RP,RP,-3.9,36,0,0,152,35.6,2,2,5,8,29,16,42,18,2,5,3.91,3.99,1.32,36,20,44,0.278,37,9073
135,Taylor Rogers,MIN,RP,RP,-3.9,51,0,0,198,45.7,2,2,5,10,41,20,46,21,2,5,4.01,4.16,1.37,40,20,40,0.293,2,13449
136,Erik Miller,SF,RP,RP,-3.9,51,0,0,198,46.1,2,2,4,14,36,17,54,25,2,4,3.37,3.57,1.33,44,20,36,0.291,17,669062
137,Sean Burke,CHW,SP,SP,-4.0,28,15,7,469,110.5,8,8,0,0,108,54,101,46,4,16,4.37,4.57,1.40,39,21,40,0.285,75,680732
138,Gus Varland,WSH,RP,RP,-4.0,45,0,0,192,44.5,2,2,5,9,42,20,41,18,2,5,4.07,4.09,1.33,42,20,39,0.289,79,681402
139,Hunter Harvey,CHC,RP,RP,-4.2,36,0,0,149,36.2,2,2,4,7,30,14,41,12,2,4,3.42,3.18,1.15,41,19,40,0.278,0,640451
140,Jack Perkins,ATH,RP,RP,-4.2,32,0,0,136,32.0,2,1,5,6,28,13,35,14,2,3,3.64,3.97,1.31,44,21,35,0.295,100,678022
141,Grayson Rodriguez,LAA,SP,SP,-4.2,17,17,8,369,87.4,5,5,0,0,77,37,92,32,3,11,3.79,3.83,1.26,42,19,39,0.285,12,680570
142,Justin Sterner,ATH,RP,RP,-4.2,51,0,0,218,51.2,3,2,4,15,46,23,51,20,3,7,4.11,4.20,1.28,36,20,44,0.277,1,686993
143,Parker Messick,CLE,SP,SP,-4.2,19,19,10,422,99.3,6,5,0,0,96,42,94,35,5,12,3.84,4.15,1.32,45,21,35,0.301,100,800048
144,Will Vest,DET,RP,RP,-4.3,39,0,0,162,38.8,2,2,4,9,33,14,40,14,1,3,3.24,3.24,1.21,49,20,32,0.294,6,676684
145,Jacob Latz,TEX,RP,RP,-4.5,45,0,0,191,44.8,2,2,4,9,38,19,47,21,2,5,3.81,3.91,1.31,38,20,42,0.271,100,656641
146,Ben Brown,CHC,RP,RP,-4.5,33,1,1,225,54.6,3,2,2,6,46,21,62,18,2,6,3.42,3.26,1.16,41,19,40,0.287,39,676962
147,Brayan Bello,BOS,SP,SP,-4.5,24,24,12,580,133.7,8,8,0,0,136,64,107,52,7,16,4.30,4.53,1.41,49,20,32,0.303,10,678394
148,Alex Vesia,LAD,RP,RP,-4.6,51,0,0,215,51.2,3,2,2,8,37,20,64,23,2,7,3.49,3.49,1.18,29,20,51,0.251,49,681911
149,Robert Garcia,TEX,RP,RP,-4.8,41,0,0,158,37.3,2,2,4,8,32,15,41,16,1,4,3.56,3.65,1.28,43,20,38,0.286,3,676395
150,Andrew Kittredge,BAL,RP,RP,-5.0,51,0,0,214,51.2,3,2,3,10,47,21,50,16,2,6,3.72,3.62,1.23,44,20,36,0.293,10,12828
151,Fernando Cruz,NYY,RP,RP,-5.0,51,0,0,194,46.1,3,2,2,15,33,17,62,23,2,5,3.31,3.30,1.21,37,20,43,0.272,0,518585
152,Garrett Whitlock,BOS,RP,RP,-5.0,51,0,0,212,51.2,3,2,2,16,43,19,56,17,2,5,3.29,3.39,1.17,42,20,38,0.289,5,676477
153,Kyle Harrison,MIL,SP,SP,-5.0,28,16,7,397,93.0,5,5,0,3,83,42,98,38,5,13,4.03,4.10,1.30,38,20,42,0.284,100,690986
154,Ryne Stanek,STL,RP,RP,-5.3,45,0,0,174,40.3,2,2,4,13,34,18,43,21,1,5,4.02,4.16,1.35,33,20,47,0.282,0,15947
155,Adrian Morejon,SD,RP,RP,-5.4,52,0,0,214,51.6,3,2,2,15,44,19,54,18,2,5,3.29,3.30,1.21,47,20,33,0.289,0,670970
156,Ben Joyce,LAA,RP,RP,-5.4,31,0,0,129,30.5,2,2,4,8,24,12,37,16,2,3,3.47,3.62,1.29,43,19,38,0.281,1,690829
157,Foster Griffin,WSH,SP,SP,-5.5,22,22,10,459,108.0,5,7,0,0,104,48,91,35,5,13,4.03,3.98,1.29,45,20,35,0.292,91,656492
158,Caleb Kilian,SF,RP,RP,-5.5,45,0,0,193,44.8,2,2,4,10,43,21,37,16,2,5,4.11,4.03,1.31,44,20,37,0.286,7,668873
159,Keaton Winn,SF,RP,RP,-5.5,45,0,0,245,58.2,3,3,2,17,53,24,55,19,3,6,3.67,3.51,1.22,46,20,35,0.289,3,676775
160,Luke Weaver,NYM,RP,RP,-5.6,51,0,0,216,51.2,3,2,2,12,43,22,54,17,2,7,3.77,3.54,1.17,35,20,45,0.263,4,16918
161,Max Meyer,MIA,SP,SP,-5.6,18,18,9,394,93.1,5,5,0,0,86,41,89,32,4,11,3.92,3.90,1.27,45,20,35,0.294,100,676974
162,Andrew Nardi,MIA,RP,RP,-5.6,45,0,0,170,40.3,2,2,3,13,32,16,47,19,2,5,3.62,3.73,1.26,37,20,44,0.280,0,677053
163,Spencer Arrighetti,HOU,SP,SP,-5.6,28,15,7,442,101.6,6,5,0,1,91,50,106,48,6,14,4.41,4.42,1.37,37,20,43,0.282,100,681293
164,Matt Svanson,STL,RP,RP,-5.6,51,0,0,200,46.1,2,2,4,10,44,21,41,20,3,5,4.02,4.18,1.39,47,21,31,0.303,0,694335
165,Justin Topa,MIN,RP,RP,-5.7,51,0,0,218,50.8,2,3,4,11,52,23,42,19,2,5,4.07,4.10,1.39,49,20,31,0.306,0,623437
166,Tyler Alexander,TEX,RP,RP,-5.7,45,0,0,191,44.8,2,2,4,5,46,21,37,13,2,7,4.28,4.41,1.31,36,21,44,0.290,3,641302
