#,Name,Team,ESPN,Y!,$,G,PA,AB,R,HR,RBI,SB,CS,H,1B,2B,3B,TB,SO,BB,HBP,AVG,OBP,SLG,OPS,Own%,RazzID
1,Shohei Ohtani,LAD,DH,DH,46.3,117,518,429,92,32,74,16,5,117,61,20,4,240,123,78,4,0.272,0.383,0.558,0.942,100,6602710
2,Aaron Judge,NYY,OF,OF,44.9,116,493,392,82,32,80,9,3,109,58,18,1,225,125,91,5,0.278,0.416,0.574,0.989,100,15640
3,Bobby Witt Jr.,KC,SS,SS,44.1,118,513,459,76,20,67,26,8,134,81,29,4,230,86,43,5,0.291,0.354,0.500,0.853,100,677951
4,Juan Soto,NYM,OF,OF,40.7,118,513,402,85,26,68,15,5,110,64,19,1,209,89,102,3,0.273,0.419,0.520,0.939,100,665742
5,Jose Ramirez,CLE,3B,3B,38.7,116,482,423,66,21,70,27,7,115,68,24,2,205,58,52,4,0.272,0.353,0.485,0.838,100,13510
6,Elly De La Cruz,CIN,SS,SS,38.4,118,490,431,66,20,70,30,9,114,67,23,4,206,125,52,3,0.264,0.344,0.478,0.822,100,682829
7,Junior Caminero,TB,3B,3B,37.2,118,505,457,75,31,79,5,2,122,70,21,1,237,97,40,3,0.268,0.328,0.518,0.845,100,691406
8,Gunnar Henderson,BAL,SS,SS,33.6,118,519,452,78,22,63,18,5,118,70,23,4,214,115,56,5,0.261,0.345,0.472,0.817,100,683002
9,Vladimir Guerrero Jr.,TOR,1B,1B,33.2,117,496,425,72,22,74,4,1,126,80,24,0,217,66,62,5,0.297,0.389,0.510,0.899,100,665489
10,Julio Rodriguez,SEA,OF,OF,31.5,116,496,446,66,21,68,16,5,120,76,22,2,208,108,39,7,0.269,0.333,0.467,0.800,100,677594
11,Fernando Tatis Jr.,SD,OF,OF,31.4,111,479,414,70,20,60,20,5,113,70,21,2,196,95,55,5,0.272,0.359,0.473,0.832,100,665487
12,James Wood,WSH,OF,OF,31.0,117,518,436,81,23,61,15,5,111,63,24,1,205,151,72,4,0.254,0.360,0.471,0.831,100,695578
13,Corbin Carroll,ARI,OF,OF,30.2,115,490,422,67,19,66,23,6,107,60,20,7,198,107,57,6,0.253,0.347,0.470,0.817,100,682998
14,Nick Kurtz,ATH,1B,1B,30.0,114,488,407,75,28,70,5,2,103,55,20,1,209,145,73,3,0.254,0.368,0.512,0.880,100,701762
15,Oneil Cruz,PIT,OF,OF,27.5,110,481,419,69,20,54,28,6,99,58,19,2,183,147,52,4,0.237,0.323,0.435,0.759,100,665833
16,Yordan Alvarez,HOU,DH,OF,27.1,100,423,355,71,24,63,3,1,108,62,22,1,202,66,58,6,0.305,0.407,0.569,0.976,100,670541
17,Bryce Harper,PHI,1B,1B,24.3,111,466,396,66,20,66,7,2,108,62,25,1,194,96,62,4,0.272,0.373,0.491,0.863,100,11579
18,Ketel Marte,ARI,2B,2B,24.2,114,496,430,76,20,60,4,1,118,73,24,1,204,84,55,5,0.274,0.359,0.474,0.833,100,13613
19,Trea Turner,PHI,SS,SS,23.6,112,495,450,68,13,51,19,3,124,85,23,3,191,90,35,4,0.274,0.329,0.426,0.755,100,16252
20,Kyle Tucker,LAD,OF,OF,23.6,110,451,381,61,20,63,13,3,100,60,19,1,181,71,63,3,0.263,0.368,0.474,0.842,100,663656
21,Kyle Schwarber,PHI,DH,OF,23.4,116,503,410,78,30,69,4,1,93,47,15,1,201,142,81,6,0.226,0.357,0.490,0.847,100,16478
22,Jackson Chourio,MIL,OF,OF,23.4,108,463,423,65,18,56,16,5,113,69,24,2,194,93,32,3,0.265,0.318,0.457,0.776,100,694192
23,CJ Abrams,WSH,SS,SS,23.2,114,470,420,57,16,63,21,6,108,68,22,3,182,88,35,10,0.256,0.324,0.434,0.758,100,682928
24,Maikel Garcia,KC,3B,2B/SS/ 3B/OF,23.1,116,511,457,70,11,49,21,6,125,86,26,3,189,76,46,2,0.275,0.340,0.415,0.755,100,672580
25,Zach Neto,LAA,SS,SS,22.5,111,482,426,68,19,53,22,7,102,60,23,1,183,123,39,11,0.239,0.316,0.430,0.746,100,687263
26,Pete Alonso,BAL,1B,1B,22.2,117,487,423,64,25,74,2,1,105,59,21,1,200,114,50,9,0.247,0.336,0.473,0.810,100,624413
27,Shea Langeliers,ATH,C,C,21.9,107,444,401,64,24,62,3,1,102,57,21,1,196,100,36,3,0.255,0.317,0.488,0.805,100,669127
28,Freddie Freeman,LAD,1B,1B,21.6,113,484,420,69,17,60,5,1,119,76,25,2,197,84,52,6,0.283,0.367,0.469,0.837,100,5361
29,Matt Olson,ATL,1B,1B,21.4,116,479,410,64,23,72,1,0,106,60,23,1,199,114,61,4,0.259,0.357,0.486,0.843,100,14344
30,Cal Raleigh,SEA,C,C,21.3,112,469,399,68,26,63,6,2,89,46,16,0,185,126,60,4,0.222,0.327,0.463,0.790,100,663728
31,Manny Machado,SD,3B,3B,21.0,118,489,438,60,20,70,7,2,114,73,21,0,194,97,44,3,0.260,0.329,0.444,0.772,100,11493
32,Brent Rooker,ATH,OF,OF,21.0,117,484,426,63,23,69,5,2,106,62,20,2,198,128,49,5,0.250,0.331,0.464,0.795,100,667670
33,Michael Harris II,ATL,OF,OF,20.7,111,419,392,53,17,60,12,3,110,70,19,3,186,78,20,3,0.281,0.317,0.476,0.792,100,671739
34,Ronald Acuna Jr.,ATL,OF,OF,20.5,92,409,343,65,16,46,17,5,94,61,17,2,160,83,58,4,0.275,0.382,0.468,0.850,100,660670
35,Brice Turang,MIL,2B,2B/SS,20.2,116,502,438,65,11,50,22,5,115,80,22,2,174,103,56,3,0.262,0.344,0.397,0.742,100,668930
36,Sal Stewart,CIN,1B,1B/3B,20.0,110,436,389,55,18,65,10,3,104,64,22,1,181,81,41,3,0.269,0.341,0.466,0.807,100,701398
37,Pete Crow-Armstrong,CHC,OF,OF,19.5,118,435,398,54,16,56,23,7,99,59,21,3,173,105,26,6,0.247,0.300,0.433,0.733,100,691718
38,George Springer,TOR,OF,OF,18.5,110,478,416,69,18,54,10,2,105,67,19,1,181,92,51,5,0.254,0.338,0.435,0.773,100,12856
39,Jazz Chisholm Jr.,NYY,2B/3B,2B/3B,18.3,112,436,383,52,19,56,23,7,90,56,15,1,162,113,44,4,0.234,0.317,0.423,0.739,100,665862
40,Byron Buxton,MIN,OF,OF,18.0,100,432,387,64,22,55,11,2,94,51,18,4,184,116,35,6,0.242,0.311,0.475,0.786,100,14161
41,Josh Naylor,SEA,1B,1B,17.6,112,451,404,55,17,62,12,4,105,68,19,1,175,72,40,4,0.259,0.328,0.432,0.760,100,647304
42,Vinnie Pasquantino,KC,1B,1B,17.6,116,490,435,63,20,68,1,0,111,67,22,2,198,78,46,4,0.256,0.331,0.455,0.786,100,686469
43,Nico Hoerner,CHC,2B,2B/SS,17.3,113,482,435,64,7,43,20,5,123,92,23,2,171,46,35,7,0.284,0.343,0.392,0.736,100,663538
44,Munetaka Murakami,CHW,1B/3B,1B/3B,17.3,114,432,366,59,26,64,6,2,84,46,11,1,174,131,58,4,0.229,0.336,0.474,0.810,100,808959
45,Jackson Merrill,SD,OF,OF,17.2,114,484,442,60,16,63,8,3,114,71,23,4,194,98,35,3,0.258,0.315,0.438,0.753,100,701538
46,Cody Bellinger,NYY,OF,OF,16.8,112,445,398,55,17,63,8,2,104,66,18,3,179,68,41,3,0.261,0.332,0.450,0.781,100,15998
47,Ben Rice,NYY,C/1B,C/1B,16.8,101,410,353,61,22,57,4,1,88,48,17,1,172,90,48,5,0.248,0.343,0.487,0.830,100,700250
48,Yandy Diaz,TB,1B,1B,16.4,114,469,411,61,15,61,2,1,117,80,21,1,184,71,49,5,0.284,0.364,0.447,0.811,100,650490
49,Jo Adell,LAA,OF,OF,16.0,114,453,412,56,23,65,6,2,98,57,17,1,186,117,30,7,0.237,0.298,0.452,0.750,100,666176
50,Andy Pages,LAD,OF,OF,16.0,114,434,396,54,18,60,9,3,103,63,21,1,180,92,28,6,0.261,0.314,0.454,0.768,100,681624
51,Geraldo Perdomo,ARI,SS,SS,15.9,114,476,403,65,10,46,18,5,108,75,20,4,163,62,63,5,0.268,0.369,0.405,0.774,100,672695
52,Bo Bichette,NYM,SS/3B,SS/3B,15.5,110,483,441,66,13,51,4,1,124,86,24,1,190,80,33,3,0.282,0.333,0.431,0.763,100,666182
53,Riley Greene,DET,OF,OF,15.5,115,469,414,58,18,65,3,1,107,66,22,1,187,127,48,3,0.259,0.337,0.451,0.788,100,682985
54,Brandon Nimmo,TEX,OF,OF,15.3,113,483,421,69,16,51,7,2,109,71,20,2,180,104,50,7,0.258,0.342,0.428,0.770,100,12927
55,William Contreras,MIL,C,C,15.3,109,457,394,61,14,55,4,1,107,70,22,1,173,80,57,3,0.272,0.365,0.439,0.803,100,661388
56,Wyatt Langford,TEX,OF,OF,15.2,103,443,382,60,15,51,15,4,96,59,19,3,166,99,53,4,0.251,0.344,0.435,0.778,100,694671
57,Corey Seager,TEX,SS,SS,14.8,101,418,362,58,19,59,2,1,96,58,19,0,173,81,49,4,0.266,0.356,0.479,0.836,100,13624
58,Jacob Wilson,ATH,SS,SS,14.8,113,476,440,61,10,53,4,1,131,94,27,1,189,42,27,5,0.298,0.341,0.430,0.771,100,805779
59,Drake Baldwin,ATL,C,C,14.7,106,436,385,61,17,53,1,0,104,69,17,1,174,77,42,4,0.270,0.344,0.452,0.796,100,686948
60,Alec Burleson,STL,1B/OF,1B/OF,14.6,108,431,388,54,16,59,4,1,106,71,19,1,174,61,36,3,0.274,0.338,0.448,0.786,100,676475
61,Kevin McGonigle,DET,SS/3B,SS/3B,14.0,114,485,420,68,11,49,9,3,113,74,26,3,178,67,55,4,0.270,0.356,0.425,0.781,100,805808
62,Tyler Soderstrom,ATH,1B/OF,1B/OF,13.7,112,433,384,55,19,60,4,2,98,57,21,1,176,96,41,4,0.254,0.329,0.459,0.788,100,691016
63,Steven Kwan,CLE,OF,OF,13.5,115,508,447,69,8,44,13,3,121,90,22,1,170,50,52,4,0.271,0.347,0.381,0.728,98,680757
64,Hunter Goodman,COL,C,C,13.5,100,394,361,51,20,61,3,1,90,49,19,2,173,110,26,4,0.249,0.303,0.478,0.782,100,696100
65,Mookie Betts,LAD,SS,SS,13.4,101,419,364,56,15,57,5,2,99,62,20,2,168,49,48,3,0.272,0.357,0.463,0.820,100,13611
66,Jose Altuve,HOU,2B/OF,2B/OF,13.4,111,451,401,54,14,56,9,3,106,71,20,1,169,77,42,4,0.263,0.334,0.422,0.756,100,5417
67,Jarren Duran,BOS,OF,OF,13.3,113,467,418,62,12,47,17,4,105,63,25,5,175,110,39,6,0.251,0.319,0.420,0.739,100,680776
68,Otto Lopez,MIA,2B/SS,2B/SS,12.8,112,460,419,55,9,52,13,4,115,82,22,2,169,73,33,4,0.274,0.330,0.402,0.732,100,672640
69,Mike Trout,LAA,OF,OF,12.5,100,429,352,63,21,53,5,1,84,48,14,1,162,124,66,6,0.237,0.362,0.459,0.821,100,10155
70,Teoscar Hernandez,LAD,OF,OF,12.3,109,435,395,53,19,61,4,1,100,61,19,1,177,114,33,4,0.253,0.314,0.448,0.762,100,13066
71,Taylor Ward,BAL,OF,OF,12.2,113,487,420,68,17,54,4,1,103,63,21,1,178,111,58,4,0.244,0.337,0.424,0.761,100,621493
72,Jeremy Pena,HOU,SS,SS,12.1,102,444,404,60,12,45,11,3,109,74,21,1,169,76,27,8,0.269,0.324,0.418,0.742,100,665161
73,Ivan Herrera,STL,C,C,12.1,104,435,368,61,13,47,5,2,98,66,18,1,157,82,54,9,0.267,0.370,0.428,0.798,100,671056
74,Rafael Devers,SF,1B,1B,11.6,117,484,414,61,19,62,1,1,99,59,20,1,179,123,61,4,0.240,0.341,0.433,0.774,99,646240
75,JJ Wetherholt,STL,2B/SS,2B/SS,11.4,109,453,391,64,14,46,10,3,100,66,19,1,162,81,47,9,0.254,0.344,0.414,0.758,100,802139
76,Ozzie Albies,ATL,2B,2B,11.3,109,442,398,53,14,57,7,2,105,69,21,1,170,63,36,4,0.264,0.328,0.426,0.754,100,16556
77,Alex Bregman,CHC,3B,3B,11.3,112,477,413,61,16,59,2,1,106,69,20,2,175,68,54,5,0.256,0.346,0.425,0.771,100,17678
78,Konnor Griffin,PIT,SS,SS,11.1,114,437,392,51,9,45,21,6,102,72,18,3,153,107,32,7,0.259,0.323,0.390,0.713,100,804606
79,Eugenio Suarez,CIN,3B,3B,10.9,107,433,383,54,23,63,2,1,88,49,16,0,173,127,39,7,0.231,0.310,0.453,0.762,100,12552
80,Seiya Suzuki,CHC,OF,OF,10.8,112,443,386,55,17,58,4,2,97,59,19,2,171,112,50,3,0.252,0.339,0.442,0.782,100,673548
81,Luis Arraez,SF,1B/2B,1B/2B,10.7,113,465,431,54,4,49,8,3,131,102,22,3,172,21,25,3,0.304,0.344,0.400,0.743,100,650333
82,Roman Anthony,BOS,OF,OF,10.6,113,483,408,63,12,53,7,2,104,67,23,3,169,122,66,4,0.256,0.361,0.413,0.774,100,701350
83,Randy Arozarena,SEA,OF,OF,10.3,114,457,391,53,14,54,16,6,91,56,20,1,155,119,49,13,0.233,0.335,0.397,0.732,100,668227
84,Salvador Perez,KC,C/1B,C/1B,10.3,105,414,383,49,18,61,0,0,96,60,18,0,168,83,21,7,0.251,0.299,0.438,0.738,100,7304
85,Jakob Marsee,MIA,OF,OF,10.3,112,468,400,60,9,39,29,7,89,60,17,3,141,108,56,6,0.223,0.325,0.351,0.675,98,805300
86,Mickey Moniak,COL,OF,OF,10.0,99,382,354,52,17,52,6,2,92,55,17,3,165,95,21,3,0.259,0.303,0.467,0.771,100,666160
87,Xavier Edwards,MIA,2B/SS,2B/SS,9.9,109,435,386,49,4,45,17,5,112,87,18,3,148,58,42,3,0.290,0.361,0.384,0.745,100,669364
88,Willson Contreras,BOS,1B,1B,9.8,104,434,373,60,18,53,3,1,93,55,19,1,166,113,44,12,0.248,0.344,0.444,0.787,100,11609
89,Austin Riley,ATL,3B,3B,9.3,109,437,393,53,17,58,3,1,99,61,20,1,172,114,36,4,0.251,0.319,0.438,0.757,100,663586
90,Chandler Simpson,TB,OF,OF,9.2,95,375,347,44,1,29,33,8,98,80,12,4,122,42,22,2,0.281,0.323,0.350,0.674,100,802415
91,Ceddanne Rafaela,BOS,2B/OF,2B/OF,9.1,114,427,395,49,11,50,14,5,100,64,21,3,162,90,21,6,0.253,0.298,0.409,0.707,100,678882
92,Jordan Walker,STL,OF,OF,8.9,106,418,377,49,15,56,9,3,93,59,18,1,159,112,34,4,0.247,0.314,0.421,0.735,100,691023
93,Chase DeLauter,CLE,OF,OF,8.4,104,411,361,57,14,51,2,1,98,61,20,2,165,64,43,3,0.271,0.349,0.458,0.807,100,800050
94,Christian Walker,HOU,1B,1B,8.3,105,419,371,52,19,61,2,1,88,52,17,1,164,102,39,6,0.238,0.318,0.443,0.761,100,13419
95,Carlos Correa,HOU,SS/3B,SS/3B,8.3,106,452,399,63,13,48,1,0,107,71,22,1,170,86,46,3,0.268,0.344,0.426,0.770,100,14162
96,Ian Happ,CHC,OF,OF,8.3,113,459,388,57,15,58,5,2,93,56,21,1,163,111,64,4,0.241,0.350,0.419,0.770,100,664023
97,Francisco Lindor,NYM,SS,SS,8.2,89,371,326,49,14,47,12,3,83,53,16,2,143,68,35,6,0.256,0.335,0.438,0.774,100,12916
98,Adolis Garcia,PHI,OF,OF,8.1,110,437,396,50,17,59,7,2,93,56,19,1,165,113,33,5,0.234,0.298,0.417,0.715,98,666969
99,Xander Bogaerts,SD,SS,SS,7.5,108,423,378,48,11,49,11,3,101,72,19,1,153,72,38,3,0.268,0.335,0.403,0.739,100,12161
100,Josh Jung,TEX,3B,3B,7.4,106,418,385,50,15,54,4,1,100,64,21,1,166,98,26,3,0.260,0.309,0.432,0.741,100,673962
101,Adley Rutschman,BAL,C,C,7.3,104,420,365,54,14,52,1,0,94,61,19,1,156,64,50,2,0.257,0.346,0.427,0.774,100,668939
102,Colson Montgomery,CHW,SS,SS/3B,7.3,114,448,396,53,21,62,3,1,87,50,15,1,167,130,40,8,0.219,0.301,0.421,0.723,100,695657
103,Brandon Lowe,PIT,2B,2B,7.1,104,423,374,57,18,51,3,1,90,54,17,1,164,105,40,4,0.240,0.316,0.437,0.753,100,664040
104,Bryan Reynolds,PIT,OF,OF,7.0,112,459,402,56,14,55,3,1,101,65,19,3,166,113,47,6,0.250,0.335,0.413,0.748,100,668804
105,Trevor Story,BOS,SS,SS,6.8,111,446,410,47,13,53,13,3,98,63,21,0,160,122,27,4,0.238,0.289,0.388,0.678,100,12564
106,Gleyber Torres,DET,2B,2B,6.7,116,499,428,65,12,48,3,1,109,77,20,1,166,84,62,4,0.254,0.349,0.387,0.736,82,16997
107,Luis Robert Jr.,NYM,OF,OF,6.6,93,381,343,44,14,47,18,6,80,51,15,1,137,103,32,4,0.234,0.303,0.400,0.703,97,673357
108,Christian Yelich,MIL,DH,OF,6.5,101,413,357,50,13,51,12,3,92,62,16,1,149,98,49,3,0.258,0.350,0.416,0.766,100,11477
109,Luis Garcia Jr.,WSH,1B/2B,1B/2B,6.3,99,389,362,49,11,45,10,4,97,65,19,2,153,61,22,2,0.268,0.309,0.422,0.731,75,671277
110,Willy Adames,SF,SS,SS,6.2,117,472,412,57,16,52,8,3,93,56,20,1,163,119,52,3,0.227,0.315,0.396,0.711,99,642715
111,Luke Keaschall,MIN,2B,2B,5.9,110,425,375,47,7,43,18,5,97,68,21,1,141,71,40,7,0.258,0.338,0.377,0.715,100,807712
112,Matt McLain,CIN,2B,2B,5.8,112,457,398,57,13,45,14,4,92,59,19,1,150,123,48,6,0.231,0.319,0.377,0.696,100,680574
113,Jac Caglianone,KC,OF,1B/OF,5.8,106,391,352,48,16,52,3,1,90,56,16,2,159,91,31,5,0.256,0.323,0.452,0.775,100,695506
114,Kazuma Okamoto,TOR,3B,3B,5.7,108,388,347,50,18,53,1,0,86,51,16,1,157,77,34,4,0.248,0.320,0.453,0.773,100,672960
115,Wilyer Abreu,BOS,OF,OF,5.7,99,382,334,47,15,52,5,2,84,51,18,1,149,89,43,2,0.253,0.339,0.445,0.784,100,677800
116,Will Smith,LAD,C,C,5.6,98,390,334,50,14,50,2,1,85,55,16,1,144,73,47,6,0.254,0.352,0.431,0.783,100,669257
117,Lawrence Butler,ATH,OF,OF,5.4,109,378,336,48,14,45,13,4,80,49,16,1,140,97,36,2,0.239,0.311,0.417,0.728,98,671732
118,Matt Chapman,SF,3B,3B,5.3,111,462,398,57,15,52,6,2,93,57,20,2,160,112,55,5,0.234,0.330,0.403,0.733,100,16505
119,Brenton Doyle,COL,OF,OF,5.2,104,397,362,48,12,42,17,4,87,58,16,1,141,109,28,2,0.240,0.296,0.389,0.685,79,686668
120,Ramon Laureano,SD,OF,OF,5.1,102,426,382,57,15,45,8,2,90,56,18,3,157,118,33,6,0.236,0.304,0.411,0.714,100,657656
121,Heliot Ramos,SF,OF,OF,4.7,109,423,380,53,14,48,4,1,97,64,18,1,158,104,33,6,0.254,0.320,0.416,0.736,99,671218
122,Miguel Vargas,CHW,1B/3B,1B/3B,4.7,107,431,369,54,14,50,7,2,87,52,19,2,152,82,52,5,0.236,0.335,0.411,0.746,100,678246
123,Kyle Stowers,MIA,OF,OF,4.6,109,444,390,57,16,51,4,1,92,55,19,2,162,125,44,5,0.236,0.318,0.415,0.733,100,669065
124,Jackson Holliday,BAL,2B,2B/SS,4.6,106,429,376,57,11,42,12,4,92,62,17,2,145,93,45,4,0.245,0.327,0.387,0.714,69,702616
125,Bryson Stott,PHI,2B,2B/SS,4.4,109,401,358,44,9,43,17,4,91,64,16,3,138,66,37,3,0.254,0.324,0.386,0.711,98,681082
126,Michael Busch,CHC,1B,1B,4.4,109,420,364,54,16,51,2,1,88,51,18,2,159,102,47,6,0.241,0.333,0.437,0.770,100,683737
127,Royce Lewis,MIN,3B,3B,4.1,105,372,335,47,15,48,8,2,81,49,16,0,143,84,31,2,0.241,0.307,0.428,0.735,88,668904
128,Brandon Marsh,PHI,OF,OF,4.0,107,408,361,47,11,48,8,2,93,61,20,1,148,111,40,2,0.257,0.333,0.410,0.743,99,669016
129,Jake Burger,TEX,1B,1B,3.9,103,393,362,46,18,55,1,0,87,52,16,1,159,100,23,5,0.241,0.293,0.438,0.731,98,669394
130,Masyn Winn,STL,SS,SS,3.9,116,452,408,49,10,48,9,3,104,71,21,2,158,81,35,5,0.255,0.318,0.387,0.705,78,691026
131,Ryan O’Hearn,PIT,1B/OF,1B/OF,3.6,103,389,343,46,11,50,2,1,93,64,17,1,145,72,38,4,0.270,0.348,0.424,0.772,100,656811
132,Yainer Diaz,HOU,C,C,3.3,101,367,345,42,13,47,2,1,92,61,17,1,150,61,17,2,0.267,0.302,0.435,0.737,100,673237
133,Jonathan Aranda,TB,1B,1B,3.2,105,420,363,52,14,51,1,0,91,59,18,1,151,111,48,6,0.250,0.344,0.416,0.760,100,666018
134,Lourdes Gurriel Jr.,ARI,OF,OF,3.2,106,400,367,45,12,49,5,2,96,65,19,1,153,65,25,4,0.263,0.314,0.416,0.729,86,666971
135,Dansby Swanson,CHC,SS,SS,3.0,114,413,365,49,13,47,9,2,87,57,15,2,144,101,40,3,0.238,0.314,0.395,0.709,100,18314
136,Ernie Clement,TOR,2B/SS/ 3B,1B/2B/ SS/3B,2.8,108,425,398,50,8,44,6,2,109,77,23,2,159,40,20,3,0.275,0.311,0.398,0.709,94,676391
137,Sal Frelick,MIL,OF,OF,2.5,112,408,363,47,7,42,11,3,97,71,17,2,140,56,37,4,0.268,0.339,0.385,0.724,94,686217
138,Brendan Donovan,SEA,2B/3B,2B/3B/ OF,1.8,97,408,356,56,9,39,5,2,95,67,19,1,142,59,40,8,0.268,0.350,0.397,0.747,98,680977
139,Trent Grisham,NYY,OF,OF,1.7,104,412,346,58,17,45,5,1,75,44,13,2,142,98,57,4,0.217,0.329,0.409,0.738,96,663757
140,Spencer Torkelson,DET,1B,1B,1.7,113,423,364,51,17,53,2,1,82,46,18,1,153,113,51,5,0.225,0.324,0.419,0.743,100,679529
141,Colt Keith,DET,2B/3B,1B/2B/ 3B,1.7,103,400,357,48,11,48,3,1,94,64,19,1,147,80,37,2,0.264,0.334,0.412,0.746,78,690993
142,Jorge Soler,LAA,OF,OF,1.0,102,401,349,48,18,55,1,0,78,45,16,0,147,112,44,5,0.224,0.317,0.422,0.739,100,14221
143,Ryan Jeffers,MIN,C,C,1.0,97,373,324,45,13,47,2,1,80,50,16,1,136,77,39,7,0.247,0.337,0.419,0.756,99,680777
144,Nolan Schanuel,LAA,1B,1B,1.0,102,389,335,47,10,45,4,1,89,63,16,1,137,54,45,6,0.267,0.360,0.409,0.769,44,694384
145,Daylen Lile,WSH,OF,OF,1.0,104,387,352,43,8,44,9,4,93,62,18,5,144,69,28,4,0.264,0.322,0.411,0.732,100,695734
146,Jung Hoo Lee,SF,OF,OF,1.0,110,424,382,50,7,43,6,2,103,71,21,4,153,50,34,4,0.270,0.332,0.401,0.733,80,808982
147,Ezequiel Tovar,COL,SS,SS,0.7,108,387,359,45,11,45,6,2,92,58,21,2,149,95,21,3,0.255,0.298,0.414,0.712,88,678662
148,Jose Caballero,NYY,2B/SS/ 3B/OF,2B/SS/ 3B/OF,0.0,94,300,262,34,6,29,30,8,59,41,13,1,90,75,29,6,0.226,0.312,0.342,0.654,100,676609
149,Caleb Durbin,BOS,3B,2B/3B,0.0,105,355,314,44,7,38,14,4,81,54,19,1,122,41,27,9,0.257,0.332,0.387,0.719,66,702332
150,Mark Vientos,NYM,1B/3B,1B/3B,-0.1,98,360,325,43,16,50,1,0,79,48,15,1,143,92,28,3,0.243,0.306,0.439,0.745,61,668901
151,Jordan Westburg,BAL,3B,2B/3B,-0.3,81,330,300,44,13,42,3,1,78,48,16,1,136,72,22,4,0.261,0.317,0.453,0.770,5,676059
152,Daulton Varsho,TOR,OF,OF,-0.7,102,389,349,46,15,49,5,2,78,45,16,2,144,93,33,4,0.225,0.295,0.412,0.707,100,662139
153,Kerry Carpenter,DET,OF,OF,-0.7,99,352,319,43,16,47,2,1,77,46,13,3,143,90,25,5,0.243,0.304,0.448,0.753,97,681481
154,TJ Friedl,CIN,OF,OF,-1.1,97,392,338,54,10,36,8,2,82,57,14,1,129,70,41,8,0.244,0.335,0.380,0.716,89,670770
155,Marcus Semien,NYM,2B,2B,-1.3,108,409,364,46,12,46,7,2,86,58,16,1,138,70,38,3,0.235,0.310,0.379,0.688,68,12533
156,Josh Bell,MIN,1B,1B,-1.4,98,379,331,46,13,48,1,0,81,53,15,1,136,72,42,3,0.246,0.335,0.412,0.748,48,13145
157,Andres Gimenez,TOR,2B/SS,2B/SS,-1.4,109,374,340,43,8,39,12,3,85,60,16,2,128,63,22,8,0.251,0.308,0.378,0.686,87,665926
158,Jorge Polanco,NYM,2B,2B/3B,-1.7,90,353,310,44,14,45,3,1,75,47,14,0,130,72,37,3,0.242,0.324,0.420,0.745,29,13152
159,Addison Barger,TOR,3B/OF,3B/OF,-1.7,97,368,329,42,12,48,3,1,79,47,19,1,136,89,33,3,0.240,0.312,0.415,0.726,79,680718
160,Marcell Ozuna,PIT,DH,OF,-1.9,107,411,353,49,16,51,1,0,84,54,15,0,146,99,51,3,0.238,0.337,0.414,0.751,29,10324
161,Nolan Gorman,STL,2B/3B,2B/3B,-2.0,107,405,356,46,17,50,2,1,77,46,13,1,142,128,43,2,0.215,0.301,0.397,0.698,54,669357
162,Kyle Manzardo,CLE,1B,1B,-2.4,99,371,326,44,15,50,1,0,74,42,15,1,137,93,38,5,0.226,0.313,0.421,0.734,40,700932
163,Nolan Arenado,ARI,3B,3B,-2.4,105,385,350,43,12,46,2,1,88,59,17,1,142,60,28,3,0.252,0.309,0.405,0.714,35,9777
164,J.P. Crawford,SEA,SS,SS,-2.6,109,454,385,57,9,40,5,1,92,65,18,1,137,86,61,4,0.239,0.345,0.357,0.702,1,15491
165,Alec Bohm,PHI,3B,1B/3B,-2.6,105,387,352,43,9,44,2,1,94,65,18,2,142,61,28,4,0.266,0.324,0.403,0.727,70,664761
166,Josh Lowe,LAA,OF,OF,-2.6,97,351,317,39,10,40,12,3,75,47,16,1,124,96,28,2,0.235,0.299,0.392,0.690,30,666139
167,Alejandro Kirk,TOR,C,C,-2.6,86,323,282,39,10,40,1,0,77,53,13,0,120,40,35,3,0.271,0.354,0.426,0.779,37,672386
168,Willi Castro,COL,2B/3B/ OF,2B/3B/ OF,-2.8,102,370,327,40,8,39,10,3,81,55,16,2,125,88,31,8,0.247,0.324,0.382,0.706,56,650489
169,Francisco Alvarez,NYM,C,C,-3.3,84,311,275,39,14,43,1,0,65,39,11,1,120,74,30,4,0.236,0.316,0.437,0.754,99,682626
170,Brooks Lee,MIN,2B/SS/ 3B,2B/SS/ 3B,-3.4,106,367,334,44,11,42,4,1,83,55,15,1,133,64,26,3,0.247,0.302,0.397,0.700,62,686797
171,Cedric Mullins,TB,OF,OF,-3.6,98,360,320,40,10,37,17,4,70,44,15,2,117,83,33,3,0.219,0.297,0.367,0.663,25,656775
172,Austin Hays,CHW,OF,OF,-3.6,101,383,350,42,12,46,4,2,83,53,16,3,139,97,26,3,0.237,0.294,0.396,0.690,9,669720
173,Andrew Vaughn,MIL,1B,1B,-3.7,97,370,335,42,12,46,1,0,82,52,17,1,138,75,29,4,0.246,0.310,0.413,0.723,55,683734
174,Isaac Paredes,HOU,3B,3B,-3.8,85,328,279,43,13,43,1,0,69,42,13,1,122,54,39,7,0.247,0.352,0.438,0.790,100,670623
175,Evan Carter,TEX,OF,OF,-4.0,94,338,291,40,9,36,13,4,69,43,14,2,114,75,38,5,0.235,0.330,0.392,0.721,83,694497
